Date,Low,Open,Volume,High,Close,Adjusted Close
17-03-1980,0.8085539937019348,0.0,1158040,0.8271409869194031,0.8178470134735107,0.3865065574645996
18-03-1980,0.814749002456665,0.0,1622063,0.8302389979362488,0.8271409869194031,0.39089837670326233
19-03-1980,0.8271409869194031,0.0,1367859,0.8426309823989868,0.8426309823989868,0.39821892976760864
20-03-1980,0.8395329713821411,0.0,3046412,0.8612179756164551,0.8395329713821411,0.39675474166870117
21-03-1980,0.8364350199699402,0.0,1020851,0.848825991153717,0.8364350199699402,0.3952907919883728
24-03-1980,0.8302389979362488,0.0,778752,0.8426309823989868,0.8302389979362488,0.39236271381378174
25-03-1980,0.8271409869194031,0.0,944186,0.8426309823989868,0.8302389979362488,0.39236271381378174
26-03-1980,0.8271409869194031,0.0,2332220,0.8426309823989868,0.8426309823989868,0.39821892976760864
27-03-1980,0.8116520047187805,0.0,770682,0.8302389979362488,0.8116520047187805,0.38357847929000854
28-03-1980,0.8302389979362488,0.0,459988,0.8426309823989868,0.8364350199699402,0.3952907919883728
31-03-1980,0.8364350199699402,0.0,250169,0.8519240021705627,0.8457289934158325,0.3996829688549042
01-04-1980,0.8457289934158325,0.0,201749,0.8612179756164551,0.8581200242042542,0.4055388569831848
02-04-1980,0.8581200242042542,0.0,758577,0.9045889973640442,0.8983929753303528,0.42457133531570435
03-04-1980,0.9014909863471985,0.0,1480839,0.9262740015983582,0.9169800281524658,0.4333556592464447
07-04-1980,0.9014909863471985,0.0,464023,0.9169800281524658,0.9014909863471985,0.42603564262390137
08-04-1980,0.8860009908676147,0.0,1355754,0.8952950239181519,0.8860009908676147,0.4187151789665222
09-04-1980,0.8860009908676147,0.0,347009,0.8860009908676147,0.8860009908676147,0.4187151789665222
10-04-1980,0.8921970129013062,0.0,314729,0.9045889973640442,0.8952950239181519,0.42310747504234314
11-04-1980,0.9014909863471985,0.0,710157,0.9169800281524658,0.9045889973640442,0.42749953269958496
14-04-1980,0.8921970129013062,0.0,205784,0.8983929753303528,0.8921970129013062,0.42164352536201477
15-04-1980,0.8952950239181519,0.0,197714,0.9045889973640442,0.8983929753303528,0.42457133531570435
16-04-1980,0.9045889973640442,0.0,2134506,0.9169800281524658,0.9045889973640442,0.42749953269958496
17-04-1980,0.8921970129013062,0.0,1371894,0.8983929753303528,0.8983929753303528,0.42457133531570435
18-04-1980,0.8983929753303528,0.0,391393,0.9076870083808899,0.8983929753303528,0.42457133531570435
21-04-1980,0.8983929753303528,0.0,379288,0.9045889973640442,0.8983929753303528,0.42457133531570435
22-04-1980,0.9045889973640442,0.0,1125760,0.9293720126152039,0.9045889973640442,0.42749953269958496
23-04-1980,0.9045889973640442,0.0,625422,0.9200779795646667,0.9107850193977356,0.4304277002811432
24-04-1980,0.9076870083808899,0.0,246134,0.9169800281524658,0.9169800281524658,0.4333556592464447
25-04-1980,0.9138820171356201,0.0,121049,0.9200779795646667,0.9138820171356201,0.43189141154289246
28-04-1980,0.9138820171356201,0.0,347009,0.9262740015983582,0.9262740015983582,0.43774768710136414
29-04-1980,0.9231759905815125,0.0,1166110,0.9262740015983582,0.9231759905815125,0.4362838864326477
30-04-1980,0.9200779795646667,0.0,431743,0.9262740015983582,0.9200779795646667,0.4348195493221283
01-05-1980,0.9324700236320496,0.0,500338,0.9479590058326721,0.9448620080947876,0.4465322196483612
02-05-1980,0.9355679750442505,0.0,217889,0.9510570168495178,0.9355679750442505,0.44213998317718506
05-05-1980,0.9355679750442505,0.0,455953,0.9479590058326721,0.9479590058326721,0.4479958117008209
06-05-1980,0.9417639970779419,0.0,375253,0.9541550278663635,0.9479590058326721,0.4479958117008209
07-05-1980,0.9386659860610962,0.0,407533,0.9541550278663635,0.9417639970779419,0.4450680911540985
08-05-1980,0.9417639970779419,0.0,1343649,0.9541550278663635,0.9479590058326721,0.4479958117008209
09-05-1980,0.9386659860610962,0.0,669807,0.9510570168495178,0.9417639970779419,0.4450680911540985
12-05-1980,0.9417639970779419,0.0,141224,0.9510570168495178,0.9510570168495178,0.44945982098579407
13-05-1980,0.9603509902954102,0.0,322799,0.9665470123291016,0.9603509902954102,0.4538523554801941
14-05-1980,0.9603509902954102,0.0,439813,0.9789379835128784,0.9665470123291016,0.4567803740501404
15-05-1980,0.9603509902954102,0.0,72630,0.9727429747581482,0.9634490013122559,0.45531630516052246
16-05-1980,0.9603509902954102,0.0,8070,0.9665470123291016,0.9603509902954102,0.4538523554801941
19-05-1980,0.9417639970779419,0.0,1428384,0.9572529792785645,0.9417639970779419,0.4450680911540985
20-05-1980,0.9417639970779419,0.0,1388034,0.9572529792785645,0.9510570168495178,0.44945982098579407
21-05-1980,0.9541550278663635,0.0,371218,0.9634490013122559,0.9603509902954102,0.4538523554801941
22-05-1980,0.9634490013122559,0.0,314729,0.9696450233459473,0.9696450233459473,0.4582442343235016
23-05-1980,0.9727429747581482,0.0,1351719,0.9851340055465698,0.9789379835128784,0.46263617277145386
27-05-1980,0.9603509902954102,0.0,229994,0.9665470123291016,0.9634490013122559,0.45531630516052246
28-05-1980,0.9572529792785645,0.0,242099,0.9665470123291016,0.9665470123291016,0.4567803740501404
29-05-1980,0.9665470123291016,0.0,36315,0.9727429747581482,0.9665470123291016,0.4567803740501404
30-05-1980,0.9603509902954102,0.0,3453945,0.9665470123291016,0.9665470123291016,0.4567803740501404
02-06-1980,0.9510570168495178,0.0,217889,0.9665470123291016,0.9541550278663635,0.4509239196777344
03-06-1980,0.9479590058326721,0.0,2134506,0.9572529792785645,0.9572529792785645,0.45238828659057617
04-06-1980,0.9479590058326721,0.0,468058,0.9634490013122559,0.9634490013122559,0.45531630516052246
05-06-1980,0.9603509902954102,0.0,1751183,0.9696450233459473,0.9696450233459473,0.4582442343235016
06-06-1980,0.9634490013122559,0.0,2469409,0.9789379835128784,0.9758409857749939,0.4611726403236389
09-06-1980,0.9541550278663635,0.0,577003,0.9696450233459473,0.9603509902954102,0.4538523554801941
10-06-1980,0.9479590058326721,0.0,621387,0.9634490013122559,0.9479590058326721,0.4479958117008209
11-06-1980,0.9417639970779419,0.0,819102,0.9572529792785645,0.9572529792785645,0.45238828659057617
12-06-1980,0.9541550278663635,0.0,391393,0.9634490013122559,0.9541550278663635,0.4509239196777344
13-06-1980,0.9355679750442505,0.0,298589,0.9510570168495178,0.9510570168495178,0.44945982098579407
16-06-1980,0.9448620080947876,0.0,141224,0.9541550278663635,0.9541550278663635,0.4509239196777344
17-06-1980,0.9479590058326721,0.0,1141900,0.9634490013122559,0.9634490013122559,0.45531630516052246
18-06-1980,0.9479590058326721,0.0,1121725,0.9572529792785645,0.9510570168495178,0.44945982098579407
19-06-1980,0.9355679750442505,0.0,597177,0.9510570168495178,0.9417639970779419,0.4450680911540985
